record_type,profile_id,distribution,d1_score,d2_score,d3_score,d4_score,d5_score,d6_score,overall_maturity,readiness_raw,readiness_final,readiness_band,safeguard_applied,readiness_delta_raw_final,metric,value,count,fraction
profile,grb_mc_01982,uniform,2.444,2.667,1.111,1.111,2.222,2.444,2.0,50.0,50.0,Substantially ready,False,0.0,,,,
profile,grb_mc_01983,uniform,2.222,2.667,2.111,2.222,1.556,1.889,2.111,52.78,52.78,Substantially ready,False,0.0,,,,
profile,grb_mc_01984,uniform,0.889,3.0,1.667,1.444,1.444,1.778,1.704,42.6,42.6,Emerging,False,0.0,,,,
profile,grb_mc_01985,uniform,1.444,2.111,2.333,1.778,2.444,2.0,2.018,50.45,50.45,Substantially ready,False,0.0,,,,
profile,grb_mc_01986,uniform,2.444,2.0,1.778,1.556,2.222,2.222,2.037,50.92,50.92,Substantially ready,False,0.0,,,,
profile,grb_mc_01987,uniform,1.889,2.0,2.0,2.111,1.889,2.333,2.037,50.92,50.92,Substantially ready,False,0.0,,,,
profile,grb_mc_01988,uniform,1.667,1.889,1.556,1.778,2.444,2.444,1.963,49.08,49.08,Advanced readiness,False,0.0,,,,
profile,grb_mc_01989,uniform,1.333,2.111,3.111,2.111,2.667,2.333,2.278,56.95,56.95,Substantially ready,False,0.0,,,,
profile,grb_mc_01990,uniform,1.0,2.889,2.0,1.778,2.444,2.111,2.037,50.92,50.92,Substantially ready,False,0.0,,,,
profile,grb_mc_01991,uniform,2.333,2.556,1.444,2.556,1.556,2.0,2.074,51.85,51.85,Substantially ready,False,0.0,,,,
profile,grb_mc_01992,uniform,1.556,1.889,1.333,2.556,2.556,2.0,1.982,49.55,49.55,Advanced readiness,False,0.0,,,,
profile,grb_mc_01993,uniform,1.889,1.556,2.0,2.0,1.556,1.889,1.815,45.38,45.38,Emerging,False,0.0,,,,
profile,grb_mc_01994,uniform,1.667,1.333,1.444,2.222,1.444,2.333,1.74,43.5,43.5,Emerging,False,0.0,,,,
profile,grb_mc_01995,uniform,1.222,2.222,1.667,1.667,2.889,2.889,2.093,52.33,52.33,Substantially ready,False,0.0,,,,
profile,grb_mc_01996,uniform,2.444,2.333,2.222,1.667,1.778,1.222,1.944,48.6,48.6,Emerging,False,0.0,,,,
profile,grb_mc_01997,uniform,1.556,1.111,2.222,1.333,1.333,2.222,1.629,40.73,40.73,Emerging,False,0.0,,,,
profile,grb_mc_01998,uniform,1.222,1.889,2.333,1.556,1.667,1.556,1.704,42.6,42.6,Emerging,False,0.0,,,,
profile,grb_mc_01999,uniform,2.111,2.333,2.111,1.778,1.444,2.111,1.981,49.53,49.53,Advanced readiness,False,0.0,,,,
profile,grb_mc_02000,uniform,2.333,1.778,1.667,2.333,2.444,2.667,2.204,55.1,55.1,Substantially ready,False,0.0,,,,
profile,grb_mc_02001,uniform,2.667,1.889,1.889,2.0,2.0,2.667,2.185,54.62,54.62,Substantially ready,False,0.0,,,,
profile,grb_mc_02002,uniform,1.889,2.222,2.333,2.556,3.0,1.222,2.204,55.1,55.1,Substantially ready,False,0.0,,,,
profile,grb_mc_02003,uniform,1.556,2.444,2.333,1.778,2.444,2.222,2.13,53.25,53.25,Substantially ready,False,0.0,,,,
profile,grb_mc_02004,uniform,2.556,1.667,2.667,2.444,2.222,1.889,2.241,56.03,56.03,Substantially ready,False,0.0,,,,
profile,grb_mc_02005,uniform,1.889,1.778,1.667,1.778,2.333,1.889,1.889,47.23,47.23,Emerging,False,0.0,,,,
profile,grb_mc_02006,uniform,1.556,2.889,1.444,1.556,1.0,1.778,1.704,42.6,42.6,Emerging,False,0.0,,,,
profile,grb_mc_02007,uniform,2.0,1.111,2.222,2.889,1.556,2.0,1.963,49.08,49.08,Advanced readiness,False,0.0,,,,
profile,grb_mc_02008,uniform,2.111,2.667,2.556,2.0,2.333,1.111,2.13,53.25,53.25,Substantially ready,False,0.0,,,,
profile,grb_mc_02009,uniform,1.444,2.222,2.222,2.889,1.778,2.222,2.129,53.23,53.23,Substantially ready,False,0.0,,,,
profile,grb_mc_02010,uniform,1.889,2.333,1.778,2.333,2.0,2.667,2.167,54.17,54.17,Substantially ready,False,0.0,,,,
profile,grb_mc_02011,uniform,2.556,2.667,1.889,2.333,1.556,2.444,2.241,56.03,56.03,Substantially ready,False,0.0,,,,
profile,grb_mc_02012,uniform,1.667,1.111,1.667,2.444,1.667,1.889,1.741,43.53,43.53,Emerging,False,0.0,,,,
profile,grb_mc_02013,uniform,2.111,2.0,2.222,2.333,1.667,1.889,2.037,50.92,50.92,Substantially ready,False,0.0,,,,
profile,grb_mc_02014,uniform,1.556,1.111,2.556,1.889,2.0,1.556,1.778,44.45,44.45,Emerging,False,0.0,,,,
profile,grb_mc_02015,uniform,1.333,2.444,1.556,1.111,2.667,2.222,1.889,47.23,47.23,Emerging,False,0.0,,,,
profile,grb_mc_02016,uniform,1.333,2.667,2.222,2.111,2.222,1.889,2.074,51.85,51.85,Substantially ready,False,0.0,,,,
profile,grb_mc_02017,uniform,1.889,2.333,1.667,1.556,2.333,1.444,1.87,46.75,46.75,Emerging,False,0.0,,,,
profile,grb_mc_02018,uniform,1.556,2.778,2.556,2.222,1.667,2.222,2.167,54.17,54.17,Substantially ready,False,0.0,,,,
profile,grb_mc_02019,uniform,2.667,2.333,2.444,1.556,2.556,1.667,2.204,55.1,55.1,Substantially ready,False,0.0,,,,
profile,grb_mc_02020,uniform,1.889,2.222,3.0,2.333,2.0,1.556,2.167,54.17,54.17,Substantially ready,False,0.0,,,,
profile,grb_mc_02021,uniform,1.778,2.0,1.556,2.111,2.111,2.444,2.0,50.0,50.0,Substantially ready,False,0.0,,,,
profile,grb_mc_02022,uniform,1.778,2.222,1.444,1.556,2.889,2.111,2.0,50.0,50.0,Substantially ready,False,0.0,,,,
profile,grb_mc_02023,uniform,2.444,2.0,1.889,0.889,1.667,1.889,1.796,44.9,44.9,Emerging,False,0.0,,,,
profile,grb_mc_02024,uniform,1.556,2.222,2.333,2.111,1.556,2.667,2.074,51.85,51.85,Substantially ready,False,0.0,,,,
profile,grb_mc_02025,uniform,3.333,2.333,2.333,2.444,1.222,2.111,2.296,57.4,57.4,Substantially ready,False,0.0,,,,
profile,grb_mc_02026,uniform,1.333,2.111,2.333,1.778,1.778,2.111,1.907,47.67,47.67,Emerging,False,0.0,,,,
profile,grb_mc_02027,uniform,1.889,2.333,2.0,1.222,2.333,1.222,1.833,45.82,45.82,Emerging,False,0.0,,,,
profile,grb_mc_02028,uniform,1.111,2.556,1.667,1.778,1.667,2.222,1.833,45.82,45.82,Emerging,False,0.0,,,,
profile,grb_mc_02029,uniform,1.778,2.667,2.111,1.556,1.889,2.222,2.037,50.92,50.92,Substantially ready,False,0.0,,,,
profile,grb_mc_02030,uniform,1.667,1.667,1.889,1.778,1.778,1.778,1.76,44.0,44.0,Emerging,False,0.0,,,,
profile,grb_mc_02031,uniform,1.556,1.889,2.111,2.444,3.111,2.889,2.333,58.33,58.33,Substantially ready,False,0.0,,,,
profile,grb_mc_02032,uniform,2.0,2.0,2.0,1.667,0.667,2.0,1.722,43.05,43.05,Emerging,False,0.0,,,,
profile,grb_mc_02033,uniform,1.667,1.667,2.556,2.444,1.556,1.889,1.963,49.08,49.08,Advanced readiness,False,0.0,,,,
profile,grb_mc_02034,uniform,1.556,2.222,1.667,1.778,2.0,2.111,1.889,47.23,47.23,Emerging,False,0.0,,,,
profile,grb_mc_02035,uniform,1.889,1.778,2.333,1.778,1.778,2.333,1.982,49.55,49.55,Advanced readiness,False,0.0,,,,
profile,grb_mc_02036,uniform,2.556,2.222,1.889,1.222,1.667,1.222,1.796,44.9,44.9,Emerging,False,0.0,,,,
profile,grb_mc_02037,uniform,1.778,2.111,2.333,1.556,2.222,2.111,2.018,50.45,50.45,Substantially ready,False,0.0,,,,
profile,grb_mc_02038,uniform,2.0,2.222,1.667,1.556,3.0,2.222,2.111,52.78,52.78,Substantially ready,False,0.0,,,,
profile,grb_mc_02039,uniform,2.0,2.444,1.778,0.889,2.444,2.111,1.944,48.6,48.6,Emerging,False,0.0,,,,
profile,grb_mc_02040,uniform,2.444,1.667,1.667,0.889,1.889,1.778,1.722,43.05,43.05,Emerging,False,0.0,,,,
profile,grb_mc_02041,uniform,2.222,1.556,2.111,2.444,1.667,1.667,1.944,48.6,48.6,Emerging,False,0.0,,,,
profile,grb_mc_02042,uniform,1.556,1.778,1.444,2.0,2.556,2.444,1.963,49.08,49.08,Advanced readiness,False,0.0,,,,
profile,grb_mc_02043,uniform,2.333,1.556,2.111,1.222,2.222,1.0,1.741,43.53,43.53,Emerging,False,0.0,,,,
profile,grb_mc_02044,uniform,0.889,2.778,1.778,2.556,1.556,2.111,1.945,48.62,48.62,Emerging,False,0.0,,,,
profile,grb_mc_02045,uniform,1.333,2.333,1.0,2.111,2.222,1.556,1.759,43.97,43.97,Emerging,False,0.0,,,,
profile,grb_mc_02046,uniform,1.889,2.111,2.111,1.889,2.444,1.0,1.907,47.67,47.67,Emerging,False,0.0,,,,
profile,grb_mc_02047,uniform,1.889,2.778,1.556,1.778,2.667,1.889,2.093,52.33,52.33,Substantially ready,False,0.0,,,,
profile,grb_mc_02048,uniform,1.444,2.889,1.778,1.778,2.0,2.667,2.093,52.33,52.33,Substantially ready,False,0.0,,,,
profile,grb_mc_02049,uniform,2.444,2.667,2.222,2.0,1.667,2.667,2.278,56.95,56.95,Substantially ready,False,0.0,,,,
profile,grb_mc_02050,uniform,2.222,2.222,2.0,1.778,2.111,2.0,2.055,51.38,51.38,Substantially ready,False,0.0,,,,
profile,grb_mc_02051,uniform,2.333,2.111,1.667,2.667,1.444,1.556,1.963,49.08,49.08,Advanced readiness,False,0.0,,,,
profile,grb_mc_02052,uniform,2.333,2.0,2.889,2.111,2.111,2.778,2.37,59.25,59.25,Substantially ready,False,0.0,,,,
profile,grb_mc_02053,uniform,2.111,1.444,1.444,2.0,2.889,1.889,1.963,49.08,49.08,Advanced readiness,False,0.0,,,,
profile,grb_mc_02054,uniform,1.0,1.667,1.333,2.667,1.889,2.111,1.778,44.45,44.45,Emerging,False,0.0,,,,
profile,grb_mc_02055,uniform,2.556,1.889,2.111,2.333,2.778,2.556,2.371,59.27,59.27,Substantially ready,False,0.0,,,,
profile,grb_mc_02056,uniform,1.222,1.889,1.667,2.556,1.667,3.111,2.019,50.48,50.48,Substantially ready,False,0.0,,,,
profile,grb_mc_02057,uniform,2.222,1.889,2.778,1.556,1.667,1.333,1.907,47.67,47.67,Emerging,False,0.0,,,,
profile,grb_mc_02058,uniform,2.222,2.778,1.889,2.333,1.333,2.444,2.167,54.17,54.17,Substantially ready,False,0.0,,,,
profile,grb_mc_02059,uniform,2.667,2.0,2.111,2.111,2.111,3.111,2.352,58.8,58.8,Substantially ready,False,0.0,,,,
profile,grb_mc_02060,uniform,2.0,1.889,2.0,1.222,2.0,2.333,1.907,47.67,47.67,Emerging,False,0.0,,,,
profile,grb_mc_02061,uniform,2.667,2.333,2.667,2.889,1.778,2.556,2.482,62.05,62.05,Substantially ready,False,0.0,,,,
profile,grb_mc_02062,uniform,1.556,2.778,1.222,2.111,1.111,1.333,1.685,42.12,42.12,Emerging,False,0.0,,,,
profile,grb_mc_02063,uniform,1.667,2.0,2.444,2.556,2.444,2.444,2.259,56.47,56.47,Substantially ready,False,0.0,,,,
profile,grb_mc_02064,uniform,1.889,1.333,2.222,1.667,2.444,2.556,2.018,50.45,50.45,Substantially ready,False,0.0,,,,
profile,grb_mc_02065,uniform,1.889,3.222,1.778,1.667,1.667,1.222,1.907,47.67,47.67,Emerging,False,0.0,,,,
profile,grb_mc_02066,uniform,1.444,2.111,2.111,1.778,2.778,2.111,2.055,51.38,51.38,Substantially ready,False,0.0,,,,
profile,grb_mc_02067,uniform,1.556,2.0,1.889,2.778,1.667,2.111,2.0,50.0,50.0,Substantially ready,False,0.0,,,,
profile,grb_mc_02068,uniform,2.0,1.556,2.222,1.667,2.0,1.444,1.815,45.38,45.38,Emerging,False,0.0,,,,
profile,grb_mc_02069,uniform,2.222,2.0,1.889,1.667,1.556,1.444,1.796,44.9,44.9,Emerging,False,0.0,,,,
profile,grb_mc_02070,uniform,1.444,2.444,2.667,1.778,3.333,1.222,2.148,53.7,53.7,Substantially ready,False,0.0,,,,
profile,grb_mc_02071,uniform,1.889,3.0,2.222,2.111,1.333,1.667,2.037,50.92,50.92,Substantially ready,False,0.0,,,,
profile,grb_mc_02072,uniform,2.0,2.0,2.333,2.333,1.889,1.778,2.055,51.38,51.38,Substantially ready,False,0.0,,,,
profile,grb_mc_02073,uniform,2.333,1.333,1.333,1.556,1.111,2.222,1.648,41.2,41.2,Emerging,False,0.0,,,,
profile,grb_mc_02074,uniform,1.889,1.667,1.444,1.0,1.444,2.444,1.648,41.2,41.2,Emerging,False,0.0,,,,
profile,grb_mc_02075,uniform,1.556,2.889,1.778,1.667,2.556,1.889,2.056,51.4,51.4,Substantially ready,False,0.0,,,,
profile,grb_mc_02076,uniform,2.444,1.778,1.333,1.444,2.222,2.333,1.926,48.15,48.15,Emerging,False,0.0,,,,
profile,grb_mc_02077,uniform,2.667,2.222,0.889,2.556,1.889,2.778,2.167,54.17,54.17,Substantially ready,False,0.0,,,,
profile,grb_mc_02078,uniform,2.222,2.667,2.778,2.0,2.0,1.778,2.241,56.03,56.03,Substantially ready,False,0.0,,,,
profile,grb_mc_02079,uniform,1.667,2.222,1.778,1.778,2.667,2.222,2.056,51.4,51.4,Substantially ready,False,0.0,,,,
profile,grb_mc_02080,uniform,2.667,2.111,1.556,1.778,1.667,1.778,1.926,48.15,48.15,Emerging,False,0.0,,,,
profile,grb_mc_02081,uniform,2.111,2.333,1.222,2.111,1.556,1.889,1.87,46.75,46.75,Emerging,False,0.0,,,,
profile,grb_mc_02082,uniform,1.778,2.111,1.222,1.556,2.444,2.222,1.889,47.23,47.23,Emerging,False,0.0,,,,
profile,grb_mc_02083,uniform,2.667,2.333,1.222,1.889,2.556,2.111,2.13,53.25,53.25,Substantially ready,False,0.0,,,,
profile,grb_mc_02084,uniform,1.667,2.111,1.778,2.111,1.444,2.222,1.889,47.23,47.23,Emerging,False,0.0,,,,
profile,grb_mc_02085,uniform,2.0,2.556,1.889,2.778,2.444,1.222,2.148,53.7,53.7,Substantially ready,False,0.0,,,,
profile,grb_mc_02086,uniform,2.667,3.0,1.556,2.222,2.222,1.333,2.167,54.17,54.17,Substantially ready,False,0.0,,,,
profile,grb_mc_02087,uniform,1.889,2.111,2.333,2.333,1.889,1.889,2.074,51.85,51.85,Substantially ready,False,0.0,,,,
profile,grb_mc_02088,uniform,1.667,2.222,1.889,2.667,1.667,1.667,1.963,49.08,49.08,Advanced readiness,False,0.0,,,,
profile,grb_mc_02089,uniform,1.667,2.333,1.889,1.556,2.333,1.333,1.852,46.3,46.3,Emerging,False,0.0,,,,
profile,grb_mc_02090,uniform,1.333,2.111,1.889,2.556,2.333,1.667,1.982,49.55,49.55,Advanced readiness,False,0.0,,,,
profile,grb_mc_02091,uniform,1.667,2.0,2.333,2.111,2.778,1.222,2.018,50.45,50.45,Substantially ready,False,0.0,,,,
profile,grb_mc_02092,uniform,2.444,2.556,2.444,1.667,1.667,1.778,2.093,52.33,52.33,Substantially ready,False,0.0,,,,
profile,grb_mc_02093,uniform,1.556,2.556,1.889,1.222,1.444,1.778,1.741,43.53,43.53,Emerging,False,0.0,,,,
profile,grb_mc_02094,uniform,1.444,1.889,3.333,2.0,1.333,2.333,2.055,51.38,51.38,Substantially ready,False,0.0,,,,
profile,grb_mc_02095,uniform,1.556,1.222,1.667,1.0,2.222,1.556,1.537,38.42,38.42,Emerging,False,0.0,,,,
profile,grb_mc_02096,uniform,2.333,1.444,2.0,2.333,2.222,1.778,2.018,50.45,50.45,Substantially ready,False,0.0,,,,
profile,grb_mc_02097,uniform,2.333,1.778,3.111,2.111,2.0,2.667,2.333,58.33,58.33,Substantially ready,False,0.0,,,,
profile,grb_mc_02098,uniform,2.0,2.333,1.778,1.667,2.778,2.333,2.148,53.7,53.7,Substantially ready,False,0.0,,,,
profile,grb_mc_02099,uniform,1.889,2.111,2.111,2.222,1.667,2.111,2.018,50.45,50.45,Substantially ready,False,0.0,,,,
profile,grb_mc_02100,uniform,2.333,2.333,2.444,1.667,1.667,2.556,2.167,54.17,54.17,Substantially ready,False,0.0,,,,
profile,grb_mc_02101,uniform,2.111,2.0,2.444,1.778,3.0,1.0,2.055,51.38,51.38,Substantially ready,False,0.0,,,,
profile,grb_mc_02102,uniform,1.444,0.778,1.222,2.778,2.0,2.0,1.704,42.6,42.6,Emerging,False,0.0,,,,
profile,grb_mc_02103,uniform,1.556,1.444,2.0,2.0,1.667,1.778,1.741,43.53,43.53,Emerging,False,0.0,,,,
profile,grb_mc_02104,uniform,1.222,1.889,1.333,2.111,1.667,1.444,1.611,40.27,40.27,Emerging,False,0.0,,,,
profile,grb_mc_02105,uniform,1.889,2.778,2.111,2.667,1.667,2.444,2.259,56.47,56.47,Substantially ready,False,0.0,,,,
profile,grb_mc_02106,uniform,2.556,2.0,1.667,1.444,1.889,2.222,1.963,49.08,49.08,Advanced readiness,False,0.0,,,,
profile,grb_mc_02107,uniform,1.556,2.111,2.778,2.0,1.778,1.333,1.926,48.15,48.15,Emerging,False,0.0,,,,
profile,grb_mc_02108,uniform,2.222,1.444,2.333,1.889,1.556,2.444,1.981,49.53,49.53,Advanced readiness,False,0.0,,,,
profile,grb_mc_02109,uniform,2.556,1.222,2.333,2.667,2.111,1.667,2.093,52.33,52.33,Substantially ready,False,0.0,,,,
profile,grb_mc_02110,uniform,1.444,2.333,1.778,2.0,2.889,2.333,2.13,53.25,53.25,Substantially ready,False,0.0,,,,
profile,grb_mc_02111,uniform,2.0,2.111,1.556,2.0,2.333,2.444,2.074,51.85,51.85,Substantially ready,False,0.0,,,,
profile,grb_mc_02112,uniform,2.222,2.111,1.778,0.778,2.111,2.0,1.833,45.82,45.82,Emerging,False,0.0,,,,
profile,grb_mc_02113,uniform,1.889,2.0,2.333,1.667,2.444,1.444,1.963,49.08,49.08,Advanced readiness,False,0.0,,,,
profile,grb_mc_02114,uniform,3.0,1.556,1.111,1.333,1.778,2.556,1.889,47.23,47.23,Emerging,False,0.0,,,,
profile,grb_mc_02115,uniform,1.778,2.0,1.889,2.111,2.222,1.889,1.981,49.53,49.53,Advanced readiness,False,0.0,,,,
profile,grb_mc_02116,uniform,0.889,1.444,1.778,1.667,2.111,1.778,1.611,40.27,40.27,Emerging,False,0.0,,,,
profile,grb_mc_02117,uniform,1.333,2.667,1.889,1.667,2.778,1.778,2.019,50.48,50.48,Substantially ready,False,0.0,,,,
profile,grb_mc_02118,uniform,2.111,2.222,1.889,2.333,2.0,2.333,2.148,53.7,53.7,Substantially ready,False,0.0,,,,
profile,grb_mc_02119,uniform,2.0,2.556,0.889,1.333,2.0,2.222,1.833,45.82,45.82,Emerging,False,0.0,,,,
profile,grb_mc_02120,uniform,1.889,1.667,1.667,2.111,1.889,1.778,1.834,45.85,45.85,Emerging,False,0.0,,,,
profile,grb_mc_02121,uniform,2.556,1.333,2.444,2.333,2.889,1.0,2.092,52.3,52.3,Substantially ready,False,0.0,,,,
profile,grb_mc_02122,uniform,1.889,1.556,1.222,2.667,2.444,1.778,1.926,48.15,48.15,Emerging,False,0.0,,,,
profile,grb_mc_02123,uniform,1.778,2.111,2.111,3.0,1.667,2.556,2.204,55.1,55.1,Substantially ready,False,0.0,,,,
profile,grb_mc_02124,uniform,1.444,2.111,1.556,2.222,2.444,2.333,2.018,50.45,50.45,Substantially ready,False,0.0,,,,
profile,grb_mc_02125,uniform,1.889,1.111,2.667,1.778,1.889,2.444,1.963,49.08,49.08,Advanced readiness,False,0.0,,,,
profile,grb_mc_02126,uniform,2.444,1.333,3.222,2.222,1.778,3.0,2.333,58.33,58.33,Substantially ready,False,0.0,,,,
profile,grb_mc_02127,uniform,2.222,2.111,2.556,2.333,1.667,1.667,2.093,52.33,52.33,Substantially ready,False,0.0,,,,
profile,grb_mc_02128,uniform,2.444,2.111,2.111,2.222,2.222,2.0,2.185,54.62,54.62,Substantially ready,False,0.0,,,,
profile,grb_mc_02129,uniform,1.333,1.222,2.111,2.667,1.889,2.444,1.944,48.6,48.6,Emerging,False,0.0,,,,
profile,grb_mc_02130,uniform,1.667,3.444,1.778,1.556,1.111,2.333,1.981,49.53,49.53,Advanced readiness,False,0.0,,,,
profile,grb_mc_02131,uniform,2.111,2.0,1.556,2.444,2.0,1.333,1.907,47.67,47.67,Emerging,False,0.0,,,,
profile,grb_mc_02132,uniform,2.222,1.778,1.889,2.333,2.111,2.111,2.074,51.85,51.85,Substantially ready,False,0.0,,,,
profile,grb_mc_02133,uniform,2.0,2.0,1.556,1.556,1.667,2.0,1.796,44.9,44.9,Emerging,False,0.0,,,,
profile,grb_mc_02134,uniform,1.444,1.111,2.333,2.111,2.111,2.778,1.981,49.53,49.53,Advanced readiness,False,0.0,,,,
profile,grb_mc_02135,uniform,1.778,2.333,2.667,1.556,2.333,2.667,2.222,55.55,55.55,Substantially ready,False,0.0,,,,
profile,grb_mc_02136,uniform,1.778,1.333,2.333,2.444,2.222,2.222,2.055,51.38,51.38,Substantially ready,False,0.0,,,,
profile,grb_mc_02137,uniform,1.667,2.222,2.333,1.778,2.556,2.556,2.185,54.62,54.62,Substantially ready,False,0.0,,,,
profile,grb_mc_02138,uniform,2.111,2.444,2.778,1.333,2.778,1.0,2.074,51.85,51.85,Substantially ready,False,0.0,,,,
profile,grb_mc_02139,uniform,1.333,2.444,2.444,2.778,1.111,1.556,1.944,48.6,48.6,Emerging,False,0.0,,,,
profile,grb_mc_02140,uniform,1.889,1.778,2.111,2.222,1.889,2.111,2.0,50.0,50.0,Substantially ready,False,0.0,,,,
profile,grb_mc_02141,uniform,2.111,1.556,1.556,2.222,1.556,1.111,1.685,42.12,42.12,Emerging,False,0.0,,,,
profile,grb_mc_02142,uniform,2.444,2.0,2.444,1.889,2.667,2.222,2.278,56.95,56.95,Substantially ready,False,0.0,,,,
profile,grb_mc_02143,uniform,1.333,1.556,1.222,2.444,1.778,2.778,1.852,46.3,46.3,Emerging,False,0.0,,,,
profile,grb_mc_02144,uniform,2.0,1.889,2.0,1.556,2.222,2.222,1.981,49.53,49.53,Advanced readiness,False,0.0,,,,
profile,grb_mc_02145,uniform,1.444,1.889,1.111,2.111,2.0,1.556,1.685,42.12,42.12,Emerging,False,0.0,,,,
profile,grb_mc_02146,uniform,1.667,2.0,1.333,1.889,1.0,1.889,1.63,40.75,40.75,Emerging,False,0.0,,,,
profile,grb_mc_02147,uniform,1.667,2.0,2.778,1.778,3.222,1.667,2.185,54.62,54.62,Substantially ready,False,0.0,,,,
profile,grb_mc_02148,uniform,1.667,2.444,1.889,1.889,1.111,2.222,1.87,46.75,46.75,Emerging,False,0.0,,,,
profile,grb_mc_02149,uniform,2.556,2.556,2.111,0.778,2.667,1.444,2.019,50.48,50.48,Substantially ready,False,0.0,,,,
profile,grb_mc_02150,uniform,2.333,1.333,1.444,2.111,2.333,2.111,1.944,48.6,48.6,Emerging,False,0.0,,,,
profile,grb_mc_02151,uniform,1.667,2.222,1.889,1.778,1.667,1.667,1.815,45.38,45.38,Emerging,False,0.0,,,,
profile,grb_mc_02152,uniform,2.556,2.111,2.111,2.333,2.0,1.889,2.167,54.17,54.17,Substantially ready,False,0.0,,,,
profile,grb_mc_02153,uniform,1.778,1.0,2.667,1.556,1.556,2.111,1.778,44.45,44.45,Emerging,False,0.0,,,,
profile,grb_mc_02154,uniform,1.889,2.556,1.111,1.667,1.778,1.778,1.796,44.9,44.9,Emerging,False,0.0,,,,
profile,grb_mc_02155,uniform,1.778,2.222,1.111,2.222,2.0,1.556,1.815,45.38,45.38,Emerging,False,0.0,,,,
profile,grb_mc_02156,uniform,2.222,2.889,2.0,2.444,2.0,1.556,2.185,54.62,54.62,Substantially ready,False,0.0,,,,
profile,grb_mc_02157,uniform,1.556,2.444,1.444,1.333,2.111,2.556,1.907,47.67,47.67,Emerging,False,0.0,,,,
profile,grb_mc_02158,uniform,1.778,2.778,2.0,1.111,1.889,0.889,1.741,43.53,43.53,Emerging,False,0.0,,,,
profile,grb_mc_02159,uniform,2.889,2.222,2.444,2.444,2.222,2.333,2.426,60.65,60.65,Substantially ready,False,0.0,,,,
profile,grb_mc_02160,uniform,2.444,2.556,2.0,1.778,1.556,1.444,1.963,49.08,49.08,Advanced readiness,False,0.0,,,,
profile,grb_mc_02161,uniform,1.778,2.778,2.444,1.778,2.667,1.0,2.074,51.85,51.85,Substantially ready,False,0.0,,,,
profile,grb_mc_02162,uniform,2.333,2.111,1.889,2.333,1.556,2.0,2.037,50.92,50.92,Substantially ready,False,0.0,,,,
profile,grb_mc_02163,uniform,2.889,1.778,1.667,1.778,2.111,3.0,2.204,55.1,55.1,Substantially ready,False,0.0,,,,
profile,grb_mc_02164,uniform,2.0,1.556,3.0,2.333,2.333,1.556,2.13,53.25,53.25,Substantially ready,False,0.0,,,,
profile,grb_mc_02165,uniform,1.778,1.778,2.222,2.333,2.111,2.222,2.074,51.85,51.85,Substantially ready,False,0.0,,,,
profile,grb_mc_02166,uniform,1.333,0.889,2.778,2.0,2.0,2.556,1.926,48.15,48.15,Emerging,False,0.0,,,,
profile,grb_mc_02167,uniform,2.111,2.444,1.778,2.111,1.444,2.111,2.0,50.0,50.0,Substantially ready,False,0.0,,,,
profile,grb_mc_02168,uniform,2.111,2.444,2.111,2.889,2.222,2.333,2.352,58.8,58.8,Substantially ready,False,0.0,,,,
profile,grb_mc_02169,uniform,2.333,1.556,2.0,2.111,2.222,1.889,2.018,50.45,50.45,Substantially ready,False,0.0,,,,
profile,grb_mc_02170,uniform,2.444,2.333,1.111,2.778,1.333,2.667,2.111,52.78,52.78,Substantially ready,False,0.0,,,,
profile,grb_mc_02171,uniform,1.667,1.222,2.222,2.667,1.889,1.444,1.852,46.3,46.3,Emerging,False,0.0,,,,
profile,grb_mc_02172,uniform,2.222,1.333,2.111,2.222,1.889,1.111,1.815,45.38,45.38,Emerging,False,0.0,,,,
profile,grb_mc_02173,uniform,2.333,2.778,1.889,2.222,2.111,2.333,2.278,56.95,56.95,Substantially ready,False,0.0,,,,
profile,grb_mc_02174,uniform,2.333,2.111,1.889,1.667,1.889,2.111,2.0,50.0,50.0,Substantially ready,False,0.0,,,,
profile,grb_mc_02175,uniform,2.222,1.556,2.111,2.0,1.667,2.111,1.944,48.6,48.6,Emerging,False,0.0,,,,
profile,grb_mc_02176,uniform,2.667,2.556,1.889,2.444,2.222,1.778,2.259,56.47,56.47,Substantially ready,False,0.0,,,,
profile,grb_mc_02177,uniform,1.778,2.111,1.778,1.667,2.0,1.222,1.759,43.97,43.97,Emerging,False,0.0,,,,
profile,grb_mc_02178,uniform,2.444,2.222,2.111,1.444,1.667,1.556,1.907,47.67,47.67,Emerging,False,0.0,,,,
profile,grb_mc_02179,uniform,2.444,3.0,2.556,2.111,2.0,1.333,2.241,56.03,56.03,Substantially ready,False,0.0,,,,
profile,grb_mc_02180,uniform,1.333,1.889,1.556,2.0,1.667,1.778,1.704,42.6,42.6,Emerging,False,0.0,,,,
profile,grb_mc_02181,uniform,1.222,1.333,2.333,2.0,1.556,1.778,1.704,42.6,42.6,Emerging,False,0.0,,,,
profile,grb_mc_02182,uniform,2.333,1.222,2.889,0.556,2.222,1.667,1.815,45.38,45.38,Emerging,False,0.0,,,,
profile,grb_mc_02183,uniform,2.111,1.333,1.889,1.667,1.0,1.556,1.593,39.83,39.83,Emerging,False,0.0,,,,
profile,grb_mc_02184,uniform,2.333,2.222,2.667,2.222,2.667,2.444,2.426,60.65,60.65,Substantially ready,False,0.0,,,,
